,Facility.ID,Name,Date,Residents.Active,Residents.Population,Population.Feb20,233
20920,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-01-17,7.0,1054.0,1619.0,259115
20921,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-01-18,7.0,1054.0,1619.0,260526
20922,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-01-20,8.0,1049.0,1619.0,263757
20923,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-01-22,15.0,1049.0,1619.0,267078
20924,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-01-25,29.0,1049.0,1619.0,271258
20925,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-01-27,41.0,1046.0,1619.0,273319
20926,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-01-29,41.0,1046.0,1619.0,275707
20927,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-01-31,47.0,1046.0,1619.0,277811
20928,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-01,47.0,1046.0,1619.0,278323
20930,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-05,37.0,1035.0,1619.0,281369
20931,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-07,23.0,1035.0,1619.0,282788
20932,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-08,23.0,1035.0,1619.0,283156
20933,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-10,14.0,1030.0,1619.0,284131
20934,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-12,7.0,1030.0,1619.0,285437
20935,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-14,3.0,1030.0,1619.0,286235
20936,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-15,3.0,1030.0,1619.0,286459
20937,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-17,3.0,1029.0,1619.0,287070
20938,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-19,0.0,1029.0,1619.0,287852
20939,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-22,0.0,1029.0,1619.0,288652
20940,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-23,0.0,1029.0,1619.0,288960
20941,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-24,0.0,1011.0,1619.0,289271
20942,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-26,0.0,1011.0,1619.0,289833
20943,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-02-28,0.0,1011.0,1619.0,290330
20944,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-01,0.0,1011.0,1619.0,290408
20945,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-03,0.0,1011.0,1619.0,290872
20946,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-05,0.0,997.0,1619.0,291385
20947,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-07,0.0,997.0,1619.0,291611
20948,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-08,0.0,997.0,1619.0,291651
20949,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-10,0.0,997.0,1619.0,291912
20950,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-12,0.0,989.0,1619.0,292343
20951,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-14,0.0,989.0,1619.0,292587
20952,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-15,0.0,989.0,1619.0,292622
20953,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-17,0.0,989.0,1619.0,292993
20954,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-19,0.0,989.0,1619.0,293360
20955,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-21,0.0,989.0,1619.0,293597
20956,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-22,1.0,989.0,1619.0,293642
20957,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-24,1.0,989.0,1619.0,293875
20958,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-26,1.0,996.0,1619.0,294212
20959,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-28,1.0,996.0,1619.0,294474
20960,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-29,1.0,996.0,1619.0,294529
20961,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-03-31,2.0,996.0,1619.0,294843
20962,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-02,2.0,1002.0,1619.0,295246
20963,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-04,1.0,1002.0,1619.0,295509
20964,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-05,1.0,997.0,1619.0,295553
20965,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-07,1.0,992.0,1619.0,295947
20966,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-09,1.0,985.0,1619.0,296977
20967,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-11,0.0,982.0,1619.0,297673
20968,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-12,0.0,980.0,1619.0,297730
20969,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-14,0.0,971.0,1619.0,298090
20970,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-16,0.0,971.0,1619.0,298447
20971,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-18,0.0,972.0,1619.0,298719
20972,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-19,0.0,969.0,1619.0,298775
20973,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-21,0.0,965.0,1619.0,299095
20974,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-23,1.0,974.0,1619.0,299245
20975,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-25,1.0,974.0,1619.0,299417
20976,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-26,1.0,976.0,1619.0,299462
20977,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-28,1.0,975.0,1619.0,299623
20978,93.0,CALIFORNIA INSTITUTION FOR WOMEN,2021-04-30,1.0,972.0,1619.0,299795
